question,answer,morphology,syntax,semantics,pragmatics
cuánto tiempo piensa estar aquí,no lo tengo claro,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo sé unos dias alomejor,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,cuánto tiempo estará,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no he hecho la cuenta de cuántas horas estaré aquí,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,una temporada,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,dos coches,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace frio pero no llueve,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,una hora,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,mañana,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo necesario,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace frío ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,cuándo te vas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no pienso en eso,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,las 1200,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,20 dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,un tiempo para poder hacer todo,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,por el verano,0.0,1.0,0.0,0.0
cuánto tiempo piensa estar aquí,mas o menos 8 grados,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el que dure,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,más de una hora,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,sí estaré con mi familia,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo que dura la capacitación,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,tiempo suficiente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las 10h así que hasta las 20h,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que vea a mi familia ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí, está despejado y hace calor,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me aburra,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos cuantos dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,pienso estar aquí hasta que me de la gana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,como por mayo,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,2 horas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,depende de como se den mis planes,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,nunca he venido a este país antes,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pues hasta que me deje pasar,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo que me de la gana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,me quedaré,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo que me parezca suficiente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,seis dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,de primavera a otoño,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,clima lluvioso,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,me gustaría que estuviera soleado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pues hasta que usted me deje ir ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,suele hacer tiempo soleado,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,alguns dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,que se yo ,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo tengo definido,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,me quedaré hasta que oscurezca,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,aún no lo sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,yo no pienso mucho quizá 1 hora,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no me gusta pensar mucho,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,esperemos que no llueva,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no mucho ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo esta bueno,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,poco mas de una semana,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,un tiempo calido,1.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,aun no se cuanto,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,suficiente para hacer lo que tengo que hacer,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,a mim me encanta aqui,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se a lo mejor 2 o 3 semanas,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo tiempo que quiera,0.0,1.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo que me de la gana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,muchas horas,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que me de la gana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unas semanas,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,un tiempo solamente,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,el tiempo son 10 horas,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,creo que va a llover,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,quiero salir del aeropuerto lo antes posible así que quizá media hora,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,ayer por la noche,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,suficiente ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,catorce nubes en el cielo estan ahora visibles,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no le incumbe ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,aqui es genial,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no se,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,tiempo es relativo segun con quien este,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace mucha calor,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,nublado igual llueve,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,responder sinceramente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,buen clima,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,soleado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tantos dias como quiera,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me dejes,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que usted me firme el pasaporte,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el minimo posible lo que me importa es salir del aeropuerto,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el que me parezca,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,mucho calor y humedad espero,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo que usted que tenga aqui parado,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,15 dias no se,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no lo sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las 11,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace sol,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo que dure mi trabajo,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que me deje marcharme,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,parar siempre,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no lo sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,a las 1100 tengo comida con mi familia así que voy a estar en el aeropuerto por unas horas solamente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,esta soleado,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,por un tiempo no prolongado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta el invierno ,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,será una visita rápida,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hablando con usted dos minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos 25c,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo tengo claro,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tengo dos hijos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se cuanto tarde en visitar lugares después de la capacitación ,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo que tarde en hacer preguntas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí, hasta cuando,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que termine el dinero,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta la vista,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pienso que va a llover,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,creo que está nublado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo que mi familia me soporte,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me dejen salir del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,algunos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,en el aeroporto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el suficiente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me deje ir,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no mucho no estoy segura,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no mas de 10 minutos,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo sé ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se mientras aguante el cuerpo,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tan solo unos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,10 minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,bueno cuanto no sé pero me gustaría el calor,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,mientras haya sol ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se todavia,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,para siempre,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se todavia,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,poco,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hace mucha calor ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,dio,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo necesario,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tan largo como quiera,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pienso que hará sol y calor,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,con mi familia,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,soleado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,diez minutos por esto control espero,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,varios días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo que encarte,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,en lo que llega mi transporte,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,1 minuto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el que me tenga usted aquí,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,muchos dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,depende del tiempo que esté interrogándome,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no conozco bogotá,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no quiero durar mas de treinta minutos,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se ,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,17 de julio,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,sporting ha sido campion,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,en lo que llega mi avión,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,mucho tiempo,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,unos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no es de su incumbencia,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo que pueda,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no estoy segura,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tan largo como yo quiera,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,todo tiempo sí hace bueno,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,hasta que me valla,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,todo el tiempo que quiera,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,dos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,a las 7 pm me voy de aca y me voy a dormir,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,algunos meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,a las 1100 tengo que coger un taxi,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el clima se ve bien para mi,1.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,el tiempo que me retenga aquí,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,estuve pensando en mi gato durante 2 horas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace muy calor es por eso,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,media hora,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tal vez dos días tal vez dos meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,algunos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,me quedo unos dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,aún no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta las 11 de la mañana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el sol esta alto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo que toma ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pienso 10 minutos aqui,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo tiempo necesario para extrañar todo,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta las 1130,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el que sea necesario,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unas dos horas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,cuándo regresa,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hoy hace muy frio,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,la verdad no sé unos días tal vez una semana,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hace buen tiempo por ahi ,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,está nublado y hay viento,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,aún no lo tengo claro,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,solo unas horas si no se tardan haciendo tanto trámite,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,las 24 horas del día,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,diez minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no suelo pensar soy rubia,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que esté lista,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace calor aquí está soleado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las cuatro de la tarde,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son más que tres de la manna,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,a que hora sale el vuelo,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pregunta traviesa,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,en el almacén ya no quedan cajas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no se 2 0 3 semanas,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,espero mucho sol,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos minutos para luego salir del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,11 horas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,muchos dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no mas que 10 minutos espiero,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no lo sé lo pensaré en estos dias,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,a las 2 de la tarde,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,no tengo ni idea lo que tenga que estar supongo,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,un par de días tal vez,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,el tiempo que me tome salir del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,siempre,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,una hora hasta pasar las carreteras del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta el staser,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace calor,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me deje ir,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no quiero estar,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pues el que vea conveniente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unas semanas ,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,el necesario,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que pueda salir del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,como dos meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,aqui con usted,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta terminar el trámite,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,tanto tiempo como sea necesario,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,debe estar soleado,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo suficiente para hacer todas las cosas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pues como un mes o mes y medio,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no lo sé unos días pero no tengo nada confirmado,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,depende el tiempo que me hagan esperar,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé entre una semana y tres meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que me echen,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no mas de 5 minutos de aqui voy al hotel,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las 12,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no sé unas horas,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que me deje pasar,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,espero tener buen tiempo,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,espero que el tiempo es bueno,1.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,son las 4 y media,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,voy a pasar el tiempo caloroso aqui,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,por cuanto tiempo me mantienes aqui,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,a las cinco,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,de noche y de día,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pienso quedar en el aeropuerto hasta que me buscan,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,depende de cuántas preguntas me haga,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,ahí no lo sé ,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,como unas semanas,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,un tiempo pequeño,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no hay necesidad de saberlo,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no necesitas saber,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son un poco más de las 1100 de la mañana,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,ahora no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo es cuestión de calidad es importante,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,cinco minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las 2 en punto,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,el que me tome mi trabajo,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,llueve,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,quizás mucho quizás poco,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,toda mi vita,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el que yo quiera,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé varios días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,nueve meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,espero que unos minutos no quiero demorar mucho en la oficina,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no me lo pensé mucho lo decidió el ejército,0.0,1.0,0.0,0.0
cuánto tiempo piensa estar aquí,casi una semana,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,son las 11 de la mañana,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,poquito creo que és rápido ,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,lo que se me de la gana,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,si se puede 15 min,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me recojen del aeropuerto,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que nos echen,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,mucho,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,depende del grupo de capacitación laboral,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,algunos dias,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,un poco de tiempo,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,2 minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hace sol,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,en verano,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que termine el proceso con usted,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo que usted necesite,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,unos cuantos días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,el tiempo que sea suficiente,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo más posible quiero poder hacer lo que quiera,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,sí muy buen tiempo,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,llegué ayer,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no conozco el clima local,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo va a ser muy agradable durante dos semanas,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,un par de días,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,creo que hace calor,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,no sé unos meses,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,el clima es muy frío,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,me quedaré hasta mañana,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,2 horas hasta que acabemos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,cuanto tiempo tener que ser,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,no lo se,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,en la mañana,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,espero que 40 minutos,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,esta soleado,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,hasta que me atiendan,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,pues alrededor de 2 semanas y media,0.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,la manana,1.0,0.0,0.0,0.0
cuánto tiempo piensa estar aquí,hasta que me dejen salir,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,son las 1200 de la tarde,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,son las cinco de la tarde,0.0,0.0,1.0,0.0
cuánto tiempo piensa estar aquí,nadamas ahorita,1.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,ayer,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo no se piensa,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,el tiempo es relativo ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,quiero casar con pillar ,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,me gustaría salir de la terminal lo antes posible de lo contrario no puedo encontrar un taxi,0.0,0.0,0.0,1.0
cuánto tiempo piensa estar aquí,lo suficiente,0.0,0.0,0.0,1.0
